ibge7,ibge6,municipio,uf,mesorregiao,microrregiao
4205902,420590,Gaspar,SC,Vale do Itajaí,Blumenau
4206009,420600,Governador Celso Ramos,SC,Grande Florianópolis,Florianópolis
4206108,420610,Grão-Pará,SC,Sul Catarinense,Tubarão
4206207,420620,Gravatal,SC,Sul Catarinense,Tubarão
4206306,420630,Guabiruba,SC,Vale do Itajaí,Blumenau
4206405,420640,Guaraciaba,SC,Oeste Catarinense,São Miguel do Oeste
4206504,420650,Guaramirim,SC,Norte Catarinense,Joinville
4206603,420660,Guarujá do Sul,SC,Oeste Catarinense,São Miguel do Oeste
4206652,420665,Guatambú,SC,Oeste Catarinense,Chapecó
4206702,420670,Herval d'Oeste,SC,Oeste Catarinense,Joaçaba
4206751,420675,Ibiam,SC,Oeste Catarinense,Joaçaba
4206801,420680,Ibicaré,SC,Oeste Catarinense,Joaçaba
4206900,420690,Ibirama,SC,Vale do Itajaí,Rio do Sul
4207007,420700,Içara,SC,Sul Catarinense,Criciúma
4207106,420710,Ilhota,SC,Vale do Itajaí,Itajaí
4207205,420720,Imaruí,SC,Sul Catarinense,Tubarão
4207304,420730,Imbituba,SC,Sul Catarinense,Tubarão
4207403,420740,Imbuia,SC,Vale do Itajaí,Ituporanga
4207502,420750,Indaial,SC,Vale do Itajaí,Blumenau
4207577,420757,Iomerê,SC,Oeste Catarinense,Joaçaba
4207601,420760,Ipira,SC,Oeste Catarinense,Concórdia
4207650,420765,Iporã do Oeste,SC,Oeste Catarinense,São Miguel do Oeste
4207684,420768,Ipuaçu,SC,Oeste Catarinense,Xanxerê
4207700,420770,Ipumirim,SC,Oeste Catarinense,Concórdia
4207759,420775,Iraceminha,SC,Oeste Catarinense,Chapecó
4207809,420780,Irani,SC,Oeste Catarinense,Concórdia
4207858,420785,Irati,SC,Oeste Catarinense,Chapecó
4207908,420790,Irineópolis,SC,Norte Catarinense,Canoinhas
4208005,420800,Itá,SC,Oeste Catarinense,Concórdia
4208104,420810,Itaiópolis,SC,Norte Catarinense,Canoinhas
4208203,420820,Itajaí,SC,Vale do Itajaí,Itajaí
4208302,420830,Itapema,SC,Vale do Itajaí,Itajaí
4208401,420840,Itapiranga,SC,Oeste Catarinense,São Miguel do Oeste
4208450,420845,Itapoá,SC,Norte Catarinense,Joinville
4208500,420850,Ituporanga,SC,Vale do Itajaí,Ituporanga
4208609,420860,Jaborá,SC,Oeste Catarinense,Joaçaba
4208708,420870,Jacinto Machado,SC,Sul Catarinense,Araranguá
4208807,420880,Jaguaruna,SC,Sul Catarinense,Tubarão
4208906,420890,Jaraguá do Sul,SC,Norte Catarinense,Joinville
4208955,420895,Jardinópolis,SC,Oeste Catarinense,Chapecó
4209003,420900,Joaçaba,SC,Oeste Catarinense,Joaçaba
4209102,420910,Joinville,SC,Norte Catarinense,Joinville
4209151,420915,José Boiteux,SC,Vale do Itajaí,Rio do Sul
4209177,420917,Jupiá,SC,Oeste Catarinense,Xanxerê
4209201,420920,Lacerdópolis,SC,Oeste Catarinense,Joaçaba
4209300,420930,Lages,SC,Serrana,Campos de Lages
4209409,420940,Laguna,SC,Sul Catarinense,Tubarão
4209458,420945,Lajeado Grande,SC,Oeste Catarinense,Xanxerê
4209508,420950,Laurentino,SC,Vale do Itajaí,Rio do Sul
4209607,420960,Lauro Müller,SC,Sul Catarinense,Criciúma
4209706,420970,Lebon Régis,SC,Oeste Catarinense,Joaçaba
4209805,420980,Leoberto Leal,SC,Grande Florianópolis,Tijucas
4209854,420985,Lindóia do Sul,SC,Oeste Catarinense,Concórdia
4209904,420990,Lontras,SC,Vale do Itajaí,Rio do Sul
4210001,421000,Luiz Alves,SC,Vale do Itajaí,Blumenau
4210035,421003,Luzerna,SC,Oeste Catarinense,Joaçaba
4210050,421005,Macieira,SC,Oeste Catarinense,Joaçaba
4210100,421010,Mafra,SC,Norte Catarinense,Canoinhas
4210209,421020,Major Gercino,SC,Grande Florianópolis,Tijucas
4210308,421030,Major Vieira,SC,Norte Catarinense,Canoinhas
4210407,421040,Maracajá,SC,Sul Catarinense,Araranguá
4210506,421050,Maravilha,SC,Oeste Catarinense,Chapecó
4210555,421055,Marema,SC,Oeste Catarinense,Xanxerê
4210605,421060,Massaranduba,SC,Norte Catarinense,Joinville
4210704,421070,Matos Costa,SC,Oeste Catarinense,Joaçaba
4210803,421080,Meleiro,SC,Sul Catarinense,Araranguá
4210852,421085,Mirim Doce,SC,Vale do Itajaí,Rio do Sul
4210902,421090,Modelo,SC,Oeste Catarinense,Chapecó
4211009,421100,Mondaí,SC,Oeste Catarinense,São Miguel do Oeste
4211058,421105,Monte Carlo,SC,Serrana,Curitibanos
4211108,421110,Monte Castelo,SC,Norte Catarinense,Canoinhas
4211207,421120,Morro da Fumaça,SC,Sul Catarinense,Criciúma
4211256,421125,Morro Grande,SC,Sul Catarinense,Araranguá
4211306,421130,Navegantes,SC,Vale do Itajaí,Itajaí
4211405,421140,Nova Erechim,SC,Oeste Catarinense,Chapecó
4211454,421145,Nova Itaberaba,SC,Oeste Catarinense,Chapecó
4211504,421150,Nova Trento,SC,Grande Florianópolis,Tijucas
4211603,421160,Nova Veneza,SC,Sul Catarinense,Criciúma
4211652,421165,Novo Horizonte,SC,Oeste Catarinense,Chapecó
4211702,421170,Orleans,SC,Sul Catarinense,Tubarão
4211751,421175,Otacílio Costa,SC,Serrana,Campos de Lages
4211801,421180,Ouro,SC,Oeste Catarinense,Joaçaba
4211850,421185,Ouro Verde,SC,Oeste Catarinense,Xanxerê
4211876,421187,Paial,SC,Oeste Catarinense,Concórdia
4211892,421189,Painel,SC,Serrana,Campos de Lages
4211900,421190,Palhoça,SC,Grande Florianópolis,Florianópolis
4212007,421200,Palma Sola,SC,Oeste Catarinense,São Miguel do Oeste
4212056,421205,Palmeira,SC,Serrana,Campos de Lages
4212106,421210,Palmitos,SC,Oeste Catarinense,Chapecó
4212205,421220,Papanduva,SC,Norte Catarinense,Canoinhas
4212239,421223,Paraíso,SC,Oeste Catarinense,São Miguel do Oeste
4212254,421225,Passo de Torres,SC,Sul Catarinense,Araranguá
4212270,421227,Passos Maia,SC,Oeste Catarinense,Xanxerê
4212304,421230,Paulo Lopes,SC,Grande Florianópolis,Florianópolis
4212403,421240,Pedras Grandes,SC,Sul Catarinense,Tubarão
4212502,421250,Penha,SC,Vale do Itajaí,Itajaí
4212601,421260,Peritiba,SC,Oeste Catarinense,Concórdia
4212650,421265,Pescaria Brava,SC,Sul Catarinense,Tubarão
4212700,421270,Petrolândia,SC,Vale do Itajaí,Ituporanga
4212809,421280,Balneário Piçarras,SC,Vale do Itajaí,Itajaí
4212908,421290,Pinhalzinho,SC,Oeste Catarinense,Chapecó
4213005,421300,Pinheiro Preto,SC,Oeste Catarinense,Joaçaba
4213104,421310,Piratuba,SC,Oeste Catarinense,Concórdia
4213153,421315,Planalto Alegre,SC,Oeste Catarinense,Chapecó
4213203,421320,Pomerode,SC,Vale do Itajaí,Blumenau
4213302,421330,Ponte Alta,SC,Serrana,Curitibanos
4213351,421335,Ponte Alta do Norte,SC,Serrana,Curitibanos
4213401,421340,Ponte Serrada,SC,Oeste Catarinense,Xanxerê
4213500,421350,Porto Belo,SC,Vale do Itajaí,Itajaí
4213609,421360,Porto União,SC,Norte Catarinense,Canoinhas
4213708,421370,Pouso Redondo,SC,Vale do Itajaí,Rio do Sul
4213807,421380,Praia Grande,SC,Sul Catarinense,Araranguá
4213906,421390,Presidente Castello Branco,SC,Oeste Catarinense,Concórdia
4214003,421400,Presidente Getúlio,SC,Vale do Itajaí,Rio do Sul
4214102,421410,Presidente Nereu,SC,Vale do Itajaí,Rio do Sul
4214151,421415,Princesa,SC,Oeste Catarinense,São Miguel do Oeste
4214201,421420,Quilombo,SC,Oeste Catarinense,Chapecó
4214300,421430,Rancho Queimado,SC,Grande Florianópolis,Tabuleiro
4214409,421440,Rio das Antas,SC,Oeste Catarinense,Joaçaba
4214508,421450,Rio do Campo,SC,Vale do Itajaí,Rio do Sul
4214607,421460,Rio do Oeste,SC,Vale do Itajaí,Rio do Sul
4214706,421470,Rio dos Cedros,SC,Vale do Itajaí,Blumenau
4214805,421480,Rio do Sul,SC,Vale do Itajaí,Rio do Sul
4214904,421490,Rio Fortuna,SC,Sul Catarinense,Tubarão
4215000,421500,Rio Negrinho,SC,Norte Catarinense,São Bento do Sul
4215059,421505,Rio Rufino,SC,Serrana,Campos de Lages
4215075,421507,Riqueza,SC,Oeste Catarinense,São Miguel do Oeste
4215109,421510,Rodeio,SC,Vale do Itajaí,Blumenau
4215208,421520,Romelândia,SC,Oeste Catarinense,São Miguel do Oeste
4215307,421530,Salete,SC,Vale do Itajaí,Rio do Sul
4215356,421535,Saltinho,SC,Oeste Catarinense,Chapecó
4215406,421540,Salto Veloso,SC,Oeste Catarinense,Joaçaba
4215455,421545,Sangão,SC,Sul Catarinense,Tubarão
4215505,421550,Santa Cecília,SC,Serrana,Curitibanos
4215554,421555,Santa Helena,SC,Oeste Catarinense,São Miguel do Oeste
4215604,421560,Santa Rosa de Lima,SC,Sul Catarinense,Tubarão
4215653,421565,Santa Rosa do Sul,SC,Sul Catarinense,Araranguá
4215679,421567,Santa Terezinha,SC,Norte Catarinense,Canoinhas
4215687,421568,Santa Terezinha do Progresso,SC,Oeste Catarinense,Chapecó
4215695,421569,Santiago do Sul,SC,Oeste Catarinense,Chapecó
4215703,421570,Santo Amaro da Imperatriz,SC,Grande Florianópolis,Florianópolis
4215752,421575,São Bernardino,SC,Oeste Catarinense,Chapecó
4215802,421580,São Bento do Sul,SC,Norte Catarinense,São Bento do Sul
4215901,421590,São Bonifácio,SC,Grande Florianópolis,Tabuleiro
4216008,421600,São Carlos,SC,Oeste Catarinense,Chapecó
4216057,421605,São Cristóvão do Sul,SC,Serrana,Curitibanos
4216107,421610,São Domingos,SC,Oeste Catarinense,Xanxerê
4216206,421620,São Francisco do Sul,SC,Norte Catarinense,Joinville
4216255,421625,São João do Oeste,SC,Oeste Catarinense,São Miguel do Oeste
4216305,421630,São João Batista,SC,Grande Florianópolis,Tijucas
4216354,421635,São João do Itaperiú,SC,Vale do Itajaí,Itajaí
4216404,421640,São João do Sul,SC,Sul Catarinense,Araranguá
4216503,421650,São Joaquim,SC,Serrana,Campos de Lages
4216602,421660,São José,SC,Grande Florianópolis,Florianópolis
4216701,421670,São José do Cedro,SC,Oeste Catarinense,São Miguel do Oeste
4216800,421680,São José do Cerrito,SC,Serrana,Campos de Lages
4216909,421690,São Lourenço do Oeste,SC,Oeste Catarinense,Chapecó
4217006,421700,São Ludgero,SC,Sul Catarinense,Tubarão
4217105,421710,São Martinho,SC,Sul Catarinense,Tubarão
4217154,421715,São Miguel da Boa Vista,SC,Oeste Catarinense,Chapecó
4217204,421720,São Miguel do Oeste,SC,Oeste Catarinense,São Miguel do Oeste
4217253,421725,São Pedro de Alcântara,SC,Grande Florianópolis,Florianópolis
4217303,421730,Saudades,SC,Oeste Catarinense,Chapecó
4217402,421740,Schroeder,SC,Norte Catarinense,Joinville
4217501,421750,Seara,SC,Oeste Catarinense,Concórdia
4217550,421755,Serra Alta,SC,Oeste Catarinense,Chapecó
4217600,421760,Siderópolis,SC,Sul Catarinense,Criciúma
4217709,421770,Sombrio,SC,Sul Catarinense,Araranguá
4217758,421775,Sul Brasil,SC,Oeste Catarinense,Chapecó
4217808,421780,Taió,SC,Vale do Itajaí,Rio do Sul
4217907,421790,Tangará,SC,Oeste Catarinense,Joaçaba
4217956,421795,Tigrinhos,SC,Oeste Catarinense,Chapecó
4218004,421800,Tijucas,SC,Grande Florianópolis,Tijucas
4218103,421810,Timbé do Sul,SC,Sul Catarinense,Araranguá
4218202,421820,Timbó,SC,Vale do Itajaí,Blumenau
4218251,421825,Timbó Grande,SC,Norte Catarinense,Canoinhas
4218301,421830,Três Barras,SC,Norte Catarinense,Canoinhas
4218350,421835,Treviso,SC,Sul Catarinense,Criciúma
4218400,421840,Treze de Maio,SC,Sul Catarinense,Tubarão
4218509,421850,Treze Tílias,SC,Oeste Catarinense,Joaçaba
4218608,421860,Trombudo Central,SC,Vale do Itajaí,Rio do Sul
4218707,421870,Tubarão,SC,Sul Catarinense,Tubarão
4218756,421875,Tunápolis,SC,Oeste Catarinense,São Miguel do Oeste
4218806,421880,Turvo,SC,Sul Catarinense,Araranguá
4218855,421885,União do Oeste,SC,Oeste Catarinense,Chapecó
4218905,421890,Urubici,SC,Serrana,Campos de Lages
4218954,421895,Urupema,SC,Serrana,Campos de Lages
4219002,421900,Urussanga,SC,Sul Catarinense,Criciúma
4219101,421910,Vargeão,SC,Oeste Catarinense,Xanxerê
4219150,421915,Vargem,SC,Serrana,Curitibanos
4219176,421917,Vargem Bonita,SC,Oeste Catarinense,Joaçaba
4219200,421920,Vidal Ramos,SC,Vale do Itajaí,Ituporanga
4219309,421930,Videira,SC,Oeste Catarinense,Joaçaba
4219358,421935,Vitor Meireles,SC,Vale do Itajaí,Rio do Sul
4219408,421940,Witmarsum,SC,Vale do Itajaí,Rio do Sul
4219507,421950,Xanxerê,SC,Oeste Catarinense,Xanxerê
4219606,421960,Xavantina,SC,Oeste Catarinense,Concórdia
4219705,421970,Xaxim,SC,Oeste Catarinense,Xanxerê
4219853,421985,Zortéa,SC,Serrana,Curitibanos
4220000,422000,Balneário Rincão,SC,Sul Catarinense,Criciúma
4300034,430003,Aceguá,RS,Sudoeste Rio-grandense,Campanha Meridional
4300059,430005,Água Santa,RS,Noroeste Rio-grandense,Passo Fundo
4300109,430010,Agudo,RS,Centro Ocidental Rio-grandense,Restinga Seca
4300208,430020,Ajuricaba,RS,Noroeste Rio-grandense,Ijuí
4300307,430030,Alecrim,RS,Noroeste Rio-grandense,Santa Rosa
4300406,430040,Alegrete,RS,Sudoeste Rio-grandense,Campanha Ocidental
4300455,430045,Alegria,RS,Noroeste Rio-grandense,Ijuí
4300471,430047,Almirante Tamandaré do Sul,RS,Noroeste Rio-grandense,Carazinho
4300505,430050,Alpestre,RS,Noroeste Rio-grandense,Frederico Westphalen
4300554,430055,Alto Alegre,RS,Noroeste Rio-grandense,Cruz Alta
4300570,430057,Alto Feliz,RS,Metropolitana de Porto Alegre,Montenegro
4300604,430060,Alvorada,RS,Metropolitana de Porto Alegre,Porto Alegre
4300638,430063,Amaral Ferrador,RS,Sudeste Rio-grandense,Serras de Sudeste
4300646,430064,Ametista do Sul,RS,Noroeste Rio-grandense,Frederico Westphalen
4300661,430066,André da Rocha,RS,Nordeste Rio-grandense,Guaporé
4300703,430070,Anta Gorda,RS,Nordeste Rio-grandense,Guaporé
4300802,430080,Antônio Prado,RS,Nordeste Rio-grandense,Caxias do Sul
4300851,430085,Arambaré,RS,Metropolitana de Porto Alegre,Camaquã
4300877,430087,Araricá,RS,Metropolitana de Porto Alegre,Porto Alegre
4300901,430090,Aratiba,RS,Noroeste Rio-grandense,Erechim
4301008,430100,Arroio do Meio,RS,Centro Oriental Rio-grandense,Lajeado-Estrela
4301057,430105,Arroio do Sal,RS,Metropolitana de Porto Alegre,Osório
4301073,430107,Arroio do Padre,RS,Sudeste Rio-grandense,Pelotas
4301107,430110,Arroio dos Ratos,RS,Metropolitana de Porto Alegre,São Jerônimo
4301206,430120,Arroio do Tigre,RS,Centro Oriental Rio-grandense,Santa Cruz do Sul
4301305,430130,Arroio Grande,RS,Sudeste Rio-grandense,Jaguarão
4301404,430140,Arvorezinha,RS,Nordeste Rio-grandense,Guaporé
4301503,430150,Augusto Pestana,RS,Noroeste Rio-grandense,Ijuí
4301552,430155,Áurea,RS,Noroeste Rio-grandense,Erechim
4301602,430160,Bagé,RS,Sudoeste Rio-grandense,Campanha Meridional
4301636,430163,Balneário Pinhal,RS,Metropolitana de Porto Alegre,Osório
4301651,430165,Barão,RS,Metropolitana de Porto Alegre,Montenegro
4301701,430170,Barão de Cotegipe,RS,Noroeste Rio-grandense,Erechim
4301750,430175,Barão do Triunfo,RS,Metropolitana de Porto Alegre,São Jerônimo
4301800,430180,Barracão,RS,Noroeste Rio-grandense,Sananduva
4301859,430185,Barra do Guarita,RS,Noroeste Rio-grandense,Três Passos
4301875,430187,Barra do Quaraí,RS,Sudoeste Rio-grandense,Campanha Ocidental
4301909,430190,Barra do Ribeiro,RS,Metropolitana de Porto Alegre,Camaquã
4301925,430192,Barra do Rio Azul,RS,Noroeste Rio-grandense,Erechim
4301958,430195,Barra Funda,RS,Noroeste Rio-grandense,Carazinho
4302006,430200,Barros Cassal,RS,Noroeste Rio-grandense,Soledade
4302055,430205,Benjamin Constant do Sul,RS,Noroeste Rio-grandense,Erechim
4302105,430210,Bento Gonçalves,RS,Nordeste Rio-grandense,Caxias do Sul
4302154,430215,Boa Vista das Missões,RS,Noroeste Rio-grandense,Carazinho
4302204,430220,Boa Vista do Buricá,RS,Noroeste Rio-grandense,Três Passos
4302220,430222,Boa Vista do Cadeado,RS,Noroeste Rio-grandense,Cruz Alta
4302238,430223,Boa Vista do Incra,RS,Noroeste Rio-grandense,Cruz Alta
4302253,430225,Boa Vista do Sul,RS,Nordeste Rio-grandense,Caxias do Sul
4302303,430230,Bom Jesus,RS,Nordeste Rio-grandense,Vacaria
4302352,430235,Bom Princípio,RS,Metropolitana de Porto Alegre,Montenegro
4302378,430237,Bom Progresso,RS,Noroeste Rio-grandense,Três Passos
4302402,430240,Bom Retiro do Sul,RS,Centro Oriental Rio-grandense,Lajeado-Estrela
4302451,430245,Boqueirão do Leão,RS,Centro Oriental Rio-grandense,Lajeado-Estrela
4302501,430250,Bossoroca,RS,Noroeste Rio-grandense,Santo Ângelo
4302584,430258,Bozano,RS,Noroeste Rio-grandense,Ijuí
4302600,430260,Braga,RS,Noroeste Rio-grandense,Três Passos
4302659,430265,Brochier,RS,Metropolitana de Porto Alegre,Montenegro
4302709,430270,Butiá,RS,Metropolitana de Porto Alegre,São Jerônimo
4302808,430280,Caçapava do Sul,RS,Sudeste Rio-grandense,Serras de Sudeste
4302907,430290,Cacequi,RS,Centro Ocidental Rio-grandense,Santa Maria
4303004,430300,Cachoeira do Sul,RS,Centro Oriental Rio-grandense,Cachoeira do Sul
4303103,430310,Cachoeirinha,RS,Metropolitana de Porto Alegre,Porto Alegre
4303202,430320,Cacique Doble,RS,Noroeste Rio-grandense,Sananduva
4303301,430330,Caibaté,RS,Noroeste Rio-grandense,Cerro Largo
4303400,430340,Caiçara,RS,Noroeste Rio-grandense,Frederico Westphalen
4303509,430350,Camaquã,RS,Metropolitana de Porto Alegre,Camaquã
4303558,430355,Camargo,RS,Noroeste Rio-grandense,Passo Fundo
4303608,430360,Cambará do Sul,RS,Nordeste Rio-grandense,Vacaria
4303673,430367,Campestre da Serra,RS,Nordeste Rio-grandense,Vacaria
4303707,430370,Campina das Missões,RS,Noroeste Rio-grandense,Cerro Largo
4303806,430380,Campinas do Sul,RS,Noroeste Rio-grandense,Erechim
4303905,430390,Campo Bom,RS,Metropolitana de Porto Alegre,Porto Alegre
4304002,430400,Campo Novo,RS,Noroeste Rio-grandense,Três Passos
4304101,430410,Campos Borges,RS,Noroeste Rio-grandense,Cruz Alta
4304200,430420,Candelária,RS,Centro Oriental Rio-grandense,Santa Cruz do Sul
4304309,430430,Cândido Godói,RS,Noroeste Rio-grandense,Santa Rosa
4304358,430435,Candiota,RS,Sudeste Rio-grandense,Serras de Sudeste
4304408,430440,Canela,RS,Metropolitana de Porto Alegre,Gramado-Canela
4304507,430450,Canguçu,RS,Sudeste Rio-grandense,Pelotas
4304606,430460,Canoas,RS,Metropolitana de Porto Alegre,Porto Alegre
4304614,430461,Canudos do Vale,RS,Centro Oriental Rio-grandense,Lajeado-Estrela
4304622,430462,Capão Bonito do Sul,RS,Nordeste Rio-grandense,Vacaria
4304630,430463,Capão da Canoa,RS,Metropolitana de Porto Alegre,Osório
4304655,430465,Capão do Cipó,RS,Centro Ocidental Rio-grandense,Santiago
4304663,430466,Capão do Leão,RS,Sudeste Rio-grandense,Pelotas
4304671,430467,Capivari do Sul,RS,Metropolitana de Porto Alegre,Osório
4304689,430468,Capela de Santana,RS,Metropolitana de Porto Alegre,Montenegro
4304697,430469,Capitão,RS,Centro Oriental Rio-grandense,Lajeado-Estrela
4304705,430470,Carazinho,RS,Noroeste Rio-grandense,Carazinho
4304713,430471,Caraá,RS,Metropolitana de Porto Alegre,Osório
4304804,430480,Carlos Barbosa,RS,Nordeste Rio-grandense,Caxias do Sul
4304853,430485,Carlos Gomes,RS,Noroeste Rio-grandense,Erechim
4304903,430490,Casca,RS,Noroeste Rio-grandense,Passo Fundo
4304952,430495,Caseiros,RS,Noroeste Rio-grandense,Passo Fundo
4305009,430500,Catuípe,RS,Noroeste Rio-grandense,Santo Ângelo
4305108,430510,Caxias do Sul,RS,Nordeste Rio-grandense,Caxias do Sul
4305116,430511,Centenário,RS,Noroeste Rio-grandense,Erechim
4305124,430512,Cerrito,RS,Sudeste Rio-grandense,Pelotas
4305132,430513,Cerro Branco,RS,Centro Oriental Rio-grandense,Cachoeira do Sul
4305157,430515,Cerro Grande,RS,Noroeste Rio-grandense,Carazinho
4305173,430517,Cerro Grande do Sul,RS,Metropolitana de Porto Alegre,Camaquã
4305207,430520,Cerro Largo,RS,Noroeste Rio-grandense,Cerro Largo
4305306,430530,Chapada,RS,Noroeste Rio-grandense,Carazinho
4305355,430535,Charqueadas,RS,Metropolitana de Porto Alegre,São Jerônimo
4305371,430537,Charrua,RS,Noroeste Rio-grandense,Passo Fundo
4305405,430540,Chiapetta,RS,Noroeste Rio-grandense,Ijuí
4305439,430543,Chuí,RS,Sudeste Rio-grandense,Litoral Lagunar
4305447,430544,Chuvisca,RS,Metropolitana de Porto Alegre,Camaquã
4305454,430545,Cidreira,RS,Metropolitana de Porto Alegre,Osório
4305504,430550,Ciríaco,RS,Noroeste Rio-grandense,Passo Fundo
4305587,430558,Colinas,RS,Centro Oriental Rio-grandense,Lajeado-Estrela
4305603,430560,Colorado,RS,Noroeste Rio-grandense,Não-Me-Toque
4305702,430570,Condor,RS,Noroeste Rio-grandense,Ijuí
4305801,430580,Constantina,RS,Noroeste Rio-grandense,Frederico Westphalen
4305835,430583,Coqueiro Baixo,RS,Centro Oriental Rio-grandense,Lajeado-Estrela
4305850,430585,Coqueiros do Sul,RS,Noroeste Rio-grandense,Carazinho
4305871,430587,Coronel Barros,RS,Noroeste Rio-grandense,Ijuí
4305900,430590,Coronel Bicaco,RS,Noroeste Rio-grandense,Ijuí
4305934,430593,Coronel Pilar,RS,Nordeste Rio-grandense,Caxias do Sul
4305959,430595,Cotiporã,RS,Nordeste Rio-grandense,Caxias do Sul
4305975,430597,Coxilha,RS,Noroeste Rio-grandense,Passo Fundo
4306007,430600,Crissiumal,RS,Noroeste Rio-grandense,Três Passos
4306056,430605,Cristal,RS,Sudeste Rio-grandense,Pelotas
4306072,430607,Cristal do Sul,RS,Noroeste Rio-grandense,Frederico Westphalen
4306106,430610,Cruz Alta,RS,Noroeste Rio-grandense,Cruz Alta
4306130,430613,Cruzaltense,RS,Noroeste Rio-grandense,Erechim
4306205,430620,Cruzeiro do Sul,RS,Centro Oriental Rio-grandense,Lajeado-Estrela
4306304,430630,David Canabarro,RS,Noroeste Rio-grandense,Passo Fundo
4306320,430632,Derrubadas,RS,Noroeste Rio-grandense,Três Passos
4306353,430635,Dezesseis de Novembro,RS,Noroeste Rio-grandense,Santo Ângelo
4306379,430637,Dilermando de Aguiar,RS,Centro Ocidental Rio-grandense,Santa Maria
4306403,430640,Dois Irmãos,RS,Metropolitana de Porto Alegre,Gramado-Canela
4306429,430642,Dois Irmãos das Missões,RS,Noroeste Rio-grandense,Frederico Westphalen
